,Feature,Importance
654,category_last_Cremas para Manos y Pies,0.0
655,category_last_Criollas,0.0
656,category_last_Cromados,0.0
657,category_last_Cronómetros ,0.0
658,category_last_Cuadernos,0.0
659,category_last_Cuadros,0.0
660,category_last_Cubeteras,0.0
661,category_last_Cubiertas de Bicicleta,0.0
662,category_last_Cubiertas para Motos,0.0
663,category_last_Cubiertos,0.0
664,category_last_Cubos de Hielo Reutilizables,0.0
665,category_last_Cubos y Repisas,0.0
666,category_last_Cubre Alfombras,0.0
667,category_last_Cubre Calipers,0.0
668,category_last_Cubre Manijas,0.0
669,category_last_Cubre Sommier,0.0
670,category_last_Cubre Volantes,0.0
671,category_last_Cubrepiletas,0.0
672,category_last_Cucharas Medidoras,0.0
673,category_last_Cucharas para Servir Helado,0.0
674,category_last_Cuchas,0.0
675,category_last_Cuchillas para Peladoras,0.0
676,category_last_Cuchillería,0.0
677,category_last_Cuellos,0.0
678,category_last_Cuidado Corporal,0.0
679,category_last_Cuidado Facial,0.0020937102
680,category_last_Cutters,0.0
681,category_last_Cutters y Trinchetas,0.0
682,category_last_Cámaras,0.0
683,category_last_Cámaras Analógicas,0.0
684,category_last_Cámaras Digitales,0.0
685,category_last_Cámaras Externas,0.0
686,category_last_Cámaras de Bicicleta,0.0
687,category_last_Cámaras de Retroceso,0.0
688,category_last_Cápsulas,0.0
689,category_last_Cápsulas y Broches para Uñas,0.0
690,category_last_Césped Sintético,0.0
691,category_last_Cómodas y Chifoniers,0.0
692,category_last_DVDs Portátiles con Pantalla,0.0
693,category_last_Dardos,0.0
694,category_last_De Banco,0.0
695,category_last_De Mano,0.0009392158
696,category_last_De Mesa y Escritorio,0.0
697,category_last_De Pared,0.0
698,category_last_De Remolque,0.0
699,category_last_De Seguridad,0.0
700,category_last_De Tejer,0.0
701,category_last_De Torsión,0.0
702,category_last_Delantales de Cocina,0.0
703,category_last_Delineadores de Ojos,0.0
704,category_last_Delineadores para Cejas,0.0
705,category_last_Depiladoras Convencionales,0.0
706,category_last_Depiladoras Definitivas,0.0
707,category_last_Descartables,0.003480321
708,category_last_Deshumidificadores,0.0
709,category_last_Desmaquillantes,0.0
710,category_last_Desodorantes,0.010801092
711,category_last_Desodorantes para Piso,0.0
712,category_last_Despolvillador de Yerba,0.0
713,category_last_Destapa Cañerías Químicos,0.0
714,category_last_Destapadores,0.0
715,category_last_Destornilladores,0.0
716,category_last_Detectores de Metales,0.0
717,category_last_Detergentes,0.0
718,category_last_Difusores Aromáticos,0.0012038369
719,category_last_Difusores y Softboxes,0.0
720,category_last_Digitales,0.0
721,category_last_Dijes,0.0
722,category_last_Dijes y Medallas,0.0
723,category_last_Discos Rígidos,0.0
724,category_last_Discos Rígidos y SSDs,0.0
725,category_last_Discos de Balance,0.0
726,category_last_Discos de Corte,0.0
727,category_last_Disfraces,0.0
728,category_last_Disipadores,0.0
729,category_last_Dispensers de Agua,0.0
730,category_last_Dispensers de Bebidas,0.0
731,category_last_Dispensers de Cereales,0.0
732,category_last_Dispensers de Jabón,0.0
733,category_last_Distribuidores,0.0
734,category_last_Divisores de Frecuencia,0.0
735,category_last_Domos para Cámaras de Acción,0.0
736,category_last_Donuts Maker,0.0
737,category_last_Dosificadores de Detergentes,0.0
738,category_last_E-readers,0.0
739,category_last_ECUs,0.0
740,category_last_Ecualizadores,0.0
741,category_last_Electrodos,0.0
742,category_last_Electroestimuladores,0.0
743,category_last_Electroporador,0.0
744,category_last_Elásticos,0.0
745,category_last_Eléctricas,0.0
746,category_last_Eléctricos,0.0034525169
747,category_last_Elípticos,0.0
748,category_last_Embragues,0.0
749,category_last_Empapelados,0.0
750,category_last_En Barra,0.0
751,category_last_Encendedores,0.0
752,category_last_Enchufe Conector,0.0
753,category_last_Encurtidos y Conservas,0.0
754,category_last_Enduídos y Masillas,0.0
755,category_last_Engrapadoras y Clavadoras,0.0
756,category_last_Enjuague Bucal,0.0
757,category_last_Ensaladeras y Bowls,0.0
758,category_last_Enteritos,0.0
759,"category_last_Enterizas, Bikinis y Trikinis",0.0
760,category_last_Envases,0.0
761,category_last_Envases Atomizadores,0.0
762,category_last_Equipos,0.0
763,category_last_Equipos Móviles,0.0
764,category_last_Equipos para Pintar,0.0
765,category_last_Escaladores,0.0
766,category_last_Escaleras,0.0
767,category_last_Escaleras de Coordinación,0.0
768,category_last_Escenarios y Sets para Muñecos,0.0
769,category_last_Escobas y Escobillones,0.0
770,category_last_Escobillas para Inodoro,0.0
771,category_last_Escolares,0.0
772,category_last_Escritorios,0.0
773,category_last_Escuadras Magnéticas,0.0
774,category_last_Escuadras de Precisión,0.0
775,category_last_Escudos,0.0
776,category_last_Esencia de Humo,0.0
777,category_last_Esmaltes,0.0
778,category_last_Esmaltes y Látex,0.0
779,category_last_Espadas,0.0
780,category_last_Espaldares Suecos,0.0
781,category_last_Espalderas,0.0
782,category_last_Especias,0.0
783,category_last_Especieros,0.0
784,category_last_Espejos,0.0
785,category_last_Espejos Retrovisores,0.0
786,category_last_Espejos para Maquillaje,0.0
787,category_last_Esponjas,0.0
788,category_last_Esponjas Faciales,0.0
789,category_last_Espumas de Afeitar,0.0
790,category_last_Espumas de Poliuretano,0.0
791,category_last_Espátulas,0.0
792,category_last_Estabilizadores,0.0
793,category_last_Estabilizadores para Cámaras,0.0
794,category_last_Estaciones de Soldado,0.0
795,category_last_Estanterías,0.0
796,category_last_Estatuas,0.0
797,category_last_Esterilizadores,0.0
798,category_last_Estetoscopios,0.0
799,category_last_Estuches,0.0
800,category_last_Estuches y Fundas,0.0
801,category_last_Estéreos,0.0
802,category_last_Etiquetadoras,0.0
803,category_last_Etiquetas,0.0
804,category_last_Etiquetas Autoadhesivas,0.0
805,category_last_Etiquetas de Tela,0.0
806,category_last_Exfoliadores de Pies y Manos,0.0
807,category_last_Exhibidoras,0.0
808,category_last_Exhibidoras de Autitos,0.0
809,category_last_Exprimidores Eléctricos,0.0
810,category_last_Exprimidores Manuales,0.0
811,category_last_Extensiones,0.0
812,category_last_Extensiones de Pestañas,0.0
813,category_last_Extractores,0.0
814,category_last_Extractores de Aire,0.0
815,category_last_Extractores de Tornillo,0.0
816,category_last_Extractores para Baños,0.0
817,category_last_Extractores y Purificadores,0.0
818,category_last_Fajas,0.0
819,category_last_Fajas Anti Ronquidos,0.0
820,category_last_Fajas Lumbares y Abdominales,0.0
821,category_last_Fajas Reductoras,0.0
822,category_last_Fanales,0.0
823,category_last_Faroles,0.0
824,category_last_Faros Traseros,0.0
825,category_last_Faros de Giro,0.0
826,category_last_Fermentadores de Cerveza,0.0
827,category_last_Fertilizantes,0.0
828,category_last_Fichas,0.0
829,category_last_Fideos,0.0
830,category_last_Fidget Spinners,0.0
831,category_last_Filamentos,0.0
832,category_last_Filmadoras y Cámaras de Acción,0.0
833,category_last_Filtros,0.0
834,category_last_Filtros Anti-Pop,0.0
835,category_last_Filtros de Aceite,0.0
836,category_last_Filtros de Agua,0.0
837,category_last_Filtros de Habitáculo,0.0
838,category_last_Filtros para Aires Ac.,0.0
839,category_last_Filtros para Lavarropas,0.0
840,category_last_Flash para Celulares,0.0
841,category_last_Flashes para Cámaras,0.0
842,category_last_Flautas,0.0
843,category_last_Flechas,0.0
844,category_last_Flores Artificiales,0.0
845,category_last_Flores de Ducha,0.00472515
846,category_last_Foam Roller,0.0
847,category_last_Focos,0.0
848,category_last_Fondue,0.0
849,category_last_Fotocontroles,0.0
850,category_last_Frazadas,0.002224683
851,category_last_Freezers,0.0
852,category_last_Freidoras,0.0
853,category_last_Fresadoras,0.0
854,category_last_Fresas,0.0
855,category_last_Frigobar,0.0
856,category_last_Frutas Secas,0.0
857,category_last_Fuelles,0.0
858,category_last_Fuentes,0.0
859,category_last_Fuentes Poe,0.0
860,category_last_Fuentes de Agua,0.0
861,category_last_Fuentes para Pedales,0.0
862,category_last_Fulares,0.0
863,category_last_Fumigadores,0.0
864,category_last_Fundas,0.0
865,category_last_Fundas Cargadoras,0.0
866,category_last_Fundas Cobertoras,0.0
867,category_last_Fundas Cubre Bicicleta,0.0
868,category_last_Fundas de Gel,0.0
869,category_last_Fundas para Almohadas,0.0
870,category_last_Fundas para Almohadones,0.0
871,category_last_Fundas para Cañas,0.0
872,category_last_Fundas para Celulares,0.0031922956
873,category_last_Fundas para Colchones,0.0
874,category_last_Fundas para Motos,0.0
875,category_last_Fundas para Sillones,0.0
876,category_last_Fundas y Carcasas Sumergibles,0.0
877,category_last_Fundas y Estuches,0.0
878,category_last_Fundidor de Cera,0.0
879,category_last_Fusores,0.0
880,category_last_Futones,0.0
881,category_last_Gabinetes,0.0
882,category_last_Gabinetes para Herramientas,0.0
883,category_last_Galletitas,0.0
884,category_last_Gamepads,0.0
885,category_last_Gamepads y Joysticks,0.0
886,category_last_Ganchos para Cortina de Baño,0.0
887,"category_last_Ganchos, Cintas y Elásticos",0.0
888,category_last_Garages-Estaciones de Servicio,0.0
889,category_last_Garrafas,0.0
890,category_last_Gasas,0.0
891,category_last_Gases Paralizadores,0.0
892,category_last_Gatillos Joystick,0.0
893,category_last_Gazebos,0.0
894,category_last_Gel para Uñas Esculpidas,0.0
895,category_last_Gift Cards,0.0
896,category_last_Gimnasios,0.0
897,category_last_Gin,0.0
898,category_last_Globos,0.0
899,category_last_Golosinas,0.0
900,category_last_Gomas de Borrar,0.0
901,category_last_Gomeras,0.0
902,category_last_Gorras,0.0
903,category_last_Gorros,0.0
904,category_last_Gorros Tácticos,0.0
905,"category_last_Gorros, Sombreros y Boinas",0.0
906,category_last_Grabadores DVR,0.0
907,category_last_Gradillas,0.0
908,category_last_Granola,0.0
909,category_last_Griferías,0.0018321126
910,category_last_Griferías Convencionales,0.0
911,category_last_Griferías Eléctricas,0.0
912,category_last_Grupos Electrógenos,0.0
913,category_last_Guantes,0.0
914,category_last_Guantes Descartables,0.0
915,category_last_Guantes de Arquero,0.0
916,category_last_Guantes y Mitones,0.0
917,category_last_Guardabarros,0.0
918,category_last_Guardapolvos,0.0
919,category_last_Gubias,0.0
920,category_last_Guitarras,0.0
921,category_last_Habanos,0.0
922,category_last_Hachas,0.0
923,category_last_Hamacas,0.0
924,category_last_Hamacas Paraguayas,0.0
925,category_last_Hand Grips,0.0
926,category_last_Handies,0.0
927,category_last_Harina,0.0
928,category_last_Heladeras,0.0
929,category_last_Heladeras Térmicas,0.0
930,category_last_Herramientas de Juguete,0.0
931,category_last_Hidrolavadoras,0.0030430786
932,category_last_Hidráulicos,0.0
933,category_last_Hieleras,0.0
934,category_last_Hilo Dental,0.0
935,category_last_Hilo Eléctrico,0.0
936,category_last_Hilos,0.0
937,category_last_Home Theaters,0.0
938,category_last_Hornos,0.0
939,category_last_Hornos Industriales,0.0
940,category_last_Hornos de Pan,0.0
941,category_last_Hoverboards,0.0
942,category_last_Hubs USB,0.0
943,category_last_Huesos,0.0
944,category_last_Huevitos y Sillitas para Autos,0.0
945,category_last_Huevos de Pascua,0.0
946,category_last_Humidores,0.0
947,category_last_Humo,0.0
948,category_last_Identificadores de Vasos,0.0
949,category_last_Iluminación Continua,0.0
950,category_last_Iluminadores,0.0
951,category_last_Imanes de Neodimio,0.0
952,category_last_Impresoras,0.0
953,category_last_Impresoras 3D,0.0
954,category_last_Impresoras de Etiquetas,0.0
955,category_last_Impresoras para Celulares,0.0
956,category_last_Inalámbricos,0.0
957,category_last_Incubadoras,0.0
958,category_last_Individuales,0.0
959,category_last_Inflables para Piscina,0.0
960,category_last_Infladores Eléctricos,0.0
961,category_last_Infladores de Mano,0.0
962,category_last_Ingletadoras,0.0
963,category_last_Inmovillizadores Eléctricos,0.0
964,category_last_Inodoros,0.0
965,category_last_Insecticidas,0.0
966,category_last_Interfaces de Audio,0.0
967,category_last_Interfaces de Guitarras,0.0
968,category_last_Interruptores Diferenciales,0.0
969,category_last_Invitaciones y Tarjetas,0.0
970,category_last_Ionizadores Solares,0.0
971,category_last_Jabones,0.0
972,category_last_Jabón Líquido para Ropa,0.0045665125
973,category_last_Jabón en Polvo,0.0
974,category_last_Jarras,0.0
975,category_last_Jarras Eléctricas,0.0
976,category_last_Jeringas,0.0
977,category_last_Jiggers,0.0
978,category_last_Joysticks,0.0
979,category_last_Juegos Completos,0.0
980,category_last_Juegos de Arrastre,0.0
981,category_last_Juegos de Comedor,0.0
982,category_last_Juegos de Encastre,0.0
983,category_last_Juegos de Living,0.0
984,category_last_Juegos de Mate,0.0
985,category_last_Juegos de Mesa,0.004045054
986,category_last_Juegos de Muebles de Jardín,0.0
987,category_last_Juegos de Sommier y Colchón,0.0
988,category_last_Juegos de Vajilla,0.0
989,category_last_Jugos Líquidos,0.0
990,category_last_Jugueras,0.0
991,category_last_Juguetes,0.0
992,category_last_Juguetes para el Baño,0.0
993,category_last_Kartings a Pedal,0.0
994,category_last_Kayaks,0.0
995,category_last_Kit de Filtros,0.0
996,category_last_Kit de Limpieza de Armas,0.0
997,category_last_Kit de Seguridad para Autos,0.0
998,category_last_Kits,0.0
999,category_last_Kits - Mouse y Teclado,0.0
1000,category_last_Kits Depilatorios,0.0
1001,category_last_Kits Escolares,0.0
1002,category_last_Kits Imprimibles para Fiestas,0.0
1003,category_last_Kits de Antenas Parabólicas,0.0
1004,category_last_Kits de Arte para Niños,0.0
1005,category_last_Kits de Barras y Discos,0.0
1006,category_last_Kits de Bombas y Filtros,0.0
1007,category_last_Kits de Cuidado de la Piel,0.0
1008,category_last_Kits de Cuidado para Bebés,0.0
1009,category_last_Kits de Estéreos y Parlantes,0.0
1010,category_last_Kits de Herramientas,0.0
1011,category_last_Kits de Limpieza de Cámaras,0.0
1012,category_last_Kits de Limpieza de Piscina,0.0
1013,category_last_Kits de Manifolds,0.0
1014,category_last_Kits de Monitoreo,0.0
1015,category_last_Kits de Rulemanes y Sellos,0.0
1016,category_last_Kits de Trenes Delanteros,0.0
1017,category_last_Kits de Xenón,0.0
1018,category_last_Kits para Barba,0.0
1019,category_last_Kits para Manicura,0.0
1020,category_last_Kits para Minitornos,0.0
1021,category_last_Kits para Uñas Gelificadas,0.0
1022,category_last_LED,0.0
1023,category_last_Labiales,0.0
1024,category_last_Ladrillos de Vidrio,0.0
1025,category_last_Ladrillos para Pilates y Yoga,0.0
1026,category_last_Lampazos y Mopas,0.0051745637
1027,category_last_Lanas,0.0
1028,category_last_Lapiceras,0.0
1029,category_last_Laptops,0.0
1030,category_last_Lasers,0.0
1031,category_last_Latas,0.0
1032,category_last_Latas y Botellas,0.0
1033,category_last_Lavandinas,0.0
1034,category_last_Lavarropas y Lavasecarropas,0.0
1035,category_last_Lavavajillas,0.0
1036,category_last_Leche,0.0
1037,category_last_Leche Maternizada,0.0
1038,category_last_Lectores de Código de Barras ,0.0
1039,category_last_Lectores de Huellas Digitales,0.0
1040,category_last_Lectores de Memorias,0.0
1041,category_last_Lectores de Tarjetas,0.0
1042,category_last_Leds,0.0
1043,category_last_Lentes,0.0
1044,category_last_Lentes de Realidad Virtual,0.0
1045,category_last_Lentes para Ciclismo,0.0
1046,category_last_Lentes sin Graduación,0.0
1047,category_last_Leñeros,0.0
1048,category_last_Libros,0.0
1049,category_last_Licores,0.0
1050,category_last_Licuadoras,0.0
1051,category_last_Lijadoras,0.0
1052,category_last_Lijas,0.0
1053,category_last_Limas,0.0
1054,category_last_Limpia Vidrios Magnéticos,0.0
1055,category_last_Limpiadores Multiuso,0.0
1056,category_last_Limpiadores a Vapor,0.0
1057,category_last_Limpiadores de Cuero,0.0
1058,category_last_Limpiadores de Oídos,0.0
1059,category_last_Limpiadores de Pantallas,0.0
1060,category_last_Lingas,0.0
1061,category_last_Lingas de Equipaje,0.0
1062,category_last_Literas,0.0
1063,category_last_Llamadores de Ángeles,0.0
1064,category_last_Llanas y Fratachos,0.0
1065,category_last_Llantas de Autos y Camionetas,0.0
1066,category_last_Llantas para Camiones,0.0
1067,category_last_Llaveros,0.0
1068,category_last_Llaveros de Promoción,0.0
1069,category_last_Llaves,0.0
1070,category_last_Llaves Conmutadoras,0.0
1071,category_last_Llaves de Impacto,0.0
1072,category_last_Llaves de Luz,0.0
1073,category_last_Localizadores de Llaves,0.0
1074,category_last_Lociones,0.0
1075,category_last_Lonas Playeras,0.0
1076,category_last_Longboards,0.0
1077,category_last_Lubricantes,0.0
1078,category_last_Luces,0.0
1079,category_last_Luces Led Profesionales,0.0
1080,category_last_Luces Led para Inodoros,0.0
1081,category_last_Luces Sumergibles,0.0
1082,category_last_Luces de Emergencia,0.0
1083,category_last_Luces de Navidad,0.0
1084,category_last_Luces para Piletas,0.0
1085,category_last_Luncheras Escolares,0.0
1086,category_last_Lupas,0.0
1087,category_last_Lustradoras,0.0
1088,category_last_Luxómetros,0.0
1089,category_last_Lámpara Solar,0.0
1090,category_last_Lámparas,0.0
1091,category_last_Lámparas RGB,0.0
1092,category_last_Lámparas Repelentes,0.0
1093,category_last_Lámparas USB,0.0
1094,category_last_Lámparas de Lava,0.0
1095,category_last_Lámparas de Pared,0.0
1096,category_last_Lámparas de Pie,0.0
1097,category_last_Lámparas de Sal,0.0
1098,category_last_Lámparas de Techo,0.0023443396
1099,category_last_Lápices,0.0
1100,category_last_Lápices Detectores,0.0
1101,category_last_Lápices Ópticos,0.0
1102,category_last_Lásers Profesionales,0.0010240044
1103,category_last_Líquido,0.0
1104,category_last_Líquidos,0.0
1105,category_last_Macetas,0.0
1106,category_last_Maceteros,0.0
1107,category_last_Machetes,0.0
1108,category_last_Maletines,0.0
1109,category_last_Maletines de Herramientas,0.0
1110,category_last_Maletines de Maquillaje,0.0
1111,category_last_Mallas,0.0
1112,category_last_Mamaderas,0.0
1113,category_last_Mamushkas,0.0
1114,category_last_Mancuernas y Pesas,0.0
1115,category_last_Manga,0.0
1116,category_last_Mangas Pasteleras,0.0
1117,category_last_Mangas de Compresión,0.0
1118,category_last_Mangueras,0.0
1119,category_last_Mangueras de Admisión,0.0
1120,category_last_Manijas,0.0
1121,category_last_Manijas y Picaportes de Puerta,0.0
1122,category_last_Manijones,0.0
1123,category_last_Manoplas,0.0
1124,category_last_Mantas,0.0
1125,category_last_Mantas para Sillones,0.0
1126,category_last_Manteles,0.0
1127,category_last_Manuales,0.0
1128,category_last_Marcadores y Resaltadores,0.0
1129,category_last_Marcos de Anteojos,0.0
1130,category_last_Marcos para Espejos,0.0
1131,category_last_Marcos para Estéreos,0.0
1132,category_last_Martillos,0.0
1133,category_last_Martillos Demoledores,0.0
1134,category_last_Masas y Plastilina,0.0
1135,category_last_Matafuegos,0.0
1136,category_last_Mates,0.0
1137,category_last_Mats,0.0
1138,category_last_Mazas,0.0
1139,category_last_Mazas de Ruedas,0.0
1140,category_last_Mechas,0.0
1141,category_last_Medallas,0.0
1142,category_last_Media Streaming,0.0
1143,category_last_Medias,0.0009064074
1144,category_last_Medias de Compresión,0.0
1145,category_last_Medias de Fútbol,0.0
1146,category_last_Medias de Neoprene,0.0
1147,category_last_Medias de Trabajo,0.0
1148,category_last_Medicine Balls,0.0
1149,category_last_Medidores,0.0
1150,category_last_Medidores de Distancia,0.0
1151,category_last_Medidores de Humedad,0.0
1152,category_last_Medidores de Ph,0.0
1153,category_last_Megáfonos,0.0
1154,category_last_Melódicas,0.0
1155,category_last_Membrana Asfáltica,0.0
1156,category_last_Memorias,0.0
1157,category_last_Memorias RAM,0.0
1158,category_last_Mermeladas,0.0
1159,category_last_Mesadas,0.0
1160,category_last_Mesas Didácticas,0.0
1161,category_last_Mesas Laterales,0.0
1162,category_last_Mesas Ratonas,0.0
1163,category_last_Mesas de Apoyo,0.0
1164,category_last_Mesas de Camping,0.0
1165,category_last_Mesas de Comedor y Cocina,0.0
1166,category_last_Mesas de Computación,0.0
1167,category_last_Mesas de Jardín,0.0
1168,category_last_Mesas de Luz,0.0
1169,category_last_Mesas y Sillas para Niños,0.0
1170,category_last_Metegoles,0.0
1171,category_last_Metrónomos,0.0
1172,category_last_Microdermoabrasión,0.0
1173,category_last_Microondas,0.0
1174,category_last_Microscopios,0.0
1175,category_last_Micrófonos,0.0
1176,category_last_Micrófonos de Karaoke,0.0
1177,category_last_Mineras,0.0
1178,category_last_Mini Compresores,0.0033845666
1179,category_last_Mini Drones,0.0
1180,category_last_Mini Estudios Fotográficos,0.0
1181,category_last_Minicomponentes,0.0
1182,category_last_Minipimers,0.0
1183,category_last_Minitornos,0.0
1184,category_last_Mixers de DJs,0.0
1185,category_last_Mocasines y Oxfords,0.0
1186,category_last_Mochilas,0.0029100345
1187,category_last_Mochilas y Bolsos,0.0
1188,category_last_Mochilas y Bolsos Maternales,0.0
1189,category_last_Modelado y Peinado,0.0
1190,category_last_Moisés y Catres,0.0
1191,category_last_Moldes,0.0
1192,category_last_Moldes de Jardín,0.0
1193,category_last_Moldes para Uñas Esculpidas,0.0
1194,category_last_Molduras,0.0
1195,category_last_Molinillos de Granos Manuales,0.0
1196,category_last_Monitores,0.0
1197,category_last_Monitores de Estudio,0.0
1198,category_last_Monitores de Vigilancia,0.0
1199,category_last_Monopatines,0.0
1200,category_last_Monopies,0.0
1201,category_last_Mordillos,0.0
1202,category_last_Morrales,0.0
1203,category_last_Morsas,0.0
1204,category_last_Morteros,0.0
1205,category_last_Mosquetones,0.0
1206,category_last_Mosquiteros,0.0
1207,category_last_Motherboards,0.0
1208,category_last_Motobombas,0.0
1209,category_last_Motocultivadores,0.0
1210,category_last_Motores,0.0
1211,category_last_Motores Eléctricos,0.0
1212,category_last_Motores para Lavarropas,0.0
1213,category_last_Motores para Portón,0.0
1214,category_last_Motos,0.0
1215,category_last_Motosierras Eléctricas,0.0
1216,category_last_Motosierras a Explosión,0.0
1217,category_last_Mouse Pads,0.0
1218,category_last_Mouses,0.0
1219,category_last_Muebles para Baño,0.0
1220,category_last_Muebles para TV,0.0
1221,category_last_Multigimnasios,0.0
1222,category_last_Multímetros,0.0
1223,category_last_Muñecas y Bebotes,0.0
1224,category_last_Muñecos de Estimulación,0.0
1225,category_last_Muñecos y Figuras de Acción,0.0
1226,category_last_Máquinas Detectoras,0.0
1227,category_last_Máquinas Multijuegos,0.0
1228,category_last_Máquinas de Copos de Nieve,0.0
1229,category_last_Máquinas de Coser,0.0
1230,category_last_Máquinas de Cupcakes,0.0
1231,category_last_Máquinas de Helado,0.0
1232,category_last_Máquinas para Broches,0.0
1233,category_last_Máquinas para Helados,0.0
1234,category_last_Máquinas para Pastas,0.002930724
1235,category_last_Máquinas para Pochoclo,0.0
1236,category_last_Máquinas para Soda,0.0
1237,category_last_Máscaras,0.0
1238,category_last_Máscaras Faciales,0.0
1239,category_last_Máscaras de Respiración,0.0
1240,category_last_Máscaras para Entrenamiento,0.0
1241,category_last_Máscaras para Pies,0.0
1242,category_last_Máscaras para Soldar,0.0055978624
1243,category_last_Módulos de Luces,0.0
1244,category_last_Música,0.0
1245,category_last_Naipes de Poker,0.0
1246,category_last_Narguiles,0.0
1247,category_last_Navajas de Afeitar,0.0
1248,category_last_Navajas y Cuchillos,0.0
1249,category_last_Navajas y Cuchillos Antiguos,0.0060129375
1250,category_last_Navegadores Náuticos,0.0
1251,category_last_Nebulizadores,0.0
1252,category_last_Neceseres,0.0
1253,category_last_Neon,0.0
1254,category_last_Neumaticas,0.0
1255,category_last_Neumáticos de Auto y Camioneta,0.0
1256,category_last_Nido de Contención,0.0
1257,category_last_Nivel Láser,0.0
1258,category_last_Nivel Óptico,0.0
1259,category_last_Niveladores de Porcelanato,0.0
1260,category_last_Notas Adhesivas,0.0
1261,category_last_Notebooks,0.0
1262,category_last_Nylons,0.0
1263,category_last_Números Residenciales,0.0
1264,category_last_Ojales,0.0
1265,category_last_Oleo Calcáreo,0.0
1266,category_last_Ollas,0.0
1267,category_last_Organizadores Colgantes,0.0
1268,category_last_Organizadores de Alacena,0.0
1269,category_last_Organizadores de Bacha,0.0
1270,category_last_Organizadores de Baño,0.0
1271,category_last_Organizadores de Cartera,0.0
1272,category_last_Organizadores de Cubiertos,0.0
1273,category_last_Organizadores de Escobas,0.0
1274,category_last_Organizadores de Escritorio,0.0
1275,category_last_Organizadores de Herramientas,0.0
1276,category_last_Organizadores de Maquillaje,0.0
1277,category_last_Organizadores de Pañales,0.0
1278,category_last_Organizadores de Ropa Interior,0.0
1279,category_last_Organizadores de Valijas,0.0
1280,category_last_Organizadores para Cochecitos,0.0
1281,category_last_Otras,0.0
1282,category_last_Otras Armas,0.0
1283,category_last_Otras Herramientas,0.0
1284,category_last_Otras Infusiones,0.0
1285,category_last_Otras Linternas,0.0
1286,category_last_Otras Piletas,0.0
1287,category_last_Otras Prendas,0.0
1288,category_last_Otros,0.0034138102
1289,category_last_Otros Accesorios,0.0
1290,category_last_Otros Artículos,0.0
1291,category_last_Otros Cables,0.0
1292,category_last_Otros Componentes,0.0
1293,category_last_Otros Frenos,0.0
1294,category_last_Otros Herrajes,0.0
1295,category_last_Otros Instrumentos,0.0
