,Feature,Importance
1296,category_last_Otros Masajeadores,0.0
1297,category_last_Otros Materiales,0.0
1298,category_last_Otros Repuestos,0.0
1299,category_last_Otros Tipos,0.0
1300,category_last_Otros Utensilios de Jardinería,0.0
1301,category_last_Otros Zapatos,0.0
1302,category_last_Oxímetros,0.0
1303,category_last_Ozonizadores,0.0
1304,category_last_PC,0.0
1305,category_last_Pads,0.0
1306,category_last_Pads de Práctica,0.0
1307,category_last_Paelleras,0.0
1308,category_last_Palas,0.0
1309,category_last_Palas de Basura,0.0
1310,category_last_Palas y Espátulas,0.0
1311,category_last_Paletas,0.0
1312,category_last_Paletas Playeras,0.0
1313,category_last_Palillos,0.0
1314,category_last_Palmetas y Focos,0.0
1315,category_last_Palos,0.0
1316,category_last_Pancheras,0.0
1317,category_last_Panquequeras,0.0
1318,category_last_Pantallas,0.0
1319,category_last_Pantallas para Lámparas,0.0
1320,category_last_Pantalones,0.0012688589
1321,category_last_Pantalones Largos,0.0
1322,category_last_Pantalones y Jeans,0.0
1323,category_last_Pantalones y Joggings,0.0
1324,"category_last_Pantalones, Jeans y Joggings",0.0
1325,category_last_Panties,0.0
1326,category_last_Pantuflas,0.0
1327,category_last_Papel Aluminio,0.0
1328,category_last_Papel Film,0.0
1329,category_last_Papeles,0.0
1330,category_last_Papeles Hectográficos,0.0
1331,category_last_Papeles Higiénicos,0.0
1332,category_last_Papilla,0.0
1333,category_last_Para Auriculares,0.0
1334,category_last_Para Cámaras Instantáneas,0.0
1335,category_last_Para Guitarras,0.0
1336,category_last_Para Lavarropas,0.0
1337,category_last_Para TV,0.0
1338,category_last_Paraguas,0.0
1339,category_last_Parches,0.0
1340,category_last_Parches y Escudos,0.0
1341,category_last_Parlantes,0.0
1342,category_last_Parlantes Externos,0.0
1343,category_last_Parlantes Portátiles,0.0
1344,category_last_Parlantes y Bafles,0.000769536
1345,category_last_Parrillas Eléctricas,0.0
1346,category_last_Parrillas para Hornallas,0.0
1347,category_last_Pasadores,0.0
1348,category_last_Pastas de Dientes,0.0
1349,category_last_Pata Pata,0.0
1350,category_last_Patines y Rollers,0.0
1351,category_last_Pavas,0.0
1352,category_last_Pañales,0.0
1353,category_last_Pañales para Adultos,0.0
1354,category_last_Paños,0.0
1355,category_last_Paños de Joyería,0.0
1356,category_last_Pañuelos Descartables,0.0
1357,category_last_Pecheras,0.0
1358,category_last_Pecheras de Entrenamiento,0.0
1359,category_last_Pedalboards,0.0
1360,category_last_Pedaleras,0.0
1361,category_last_Pedales,0.0
1362,category_last_Pedales y Pedaleras de Efectos,0.0
1363,category_last_Pegamentos,0.0
1364,category_last_Pegamentos Universales,0.0
1365,category_last_Peines,0.0
1366,category_last_Peines Barberos,0.0
1367,category_last_Peines y Cepillos,0.0
1368,category_last_Peladoras Caninas,0.0
1369,category_last_Pelapapas,0.0
1370,category_last_Pelelas,0.0
1371,category_last_Pelotas,0.0
1372,category_last_Pelotas Playeras,0.0
1373,category_last_Pelotas para Peloteros,0.0
1374,category_last_Peloteros,0.0
1375,category_last_Pelucas,0.0
1376,category_last_Peluches,0.0
1377,category_last_Pendrives,0.0
1378,category_last_Peras de Boxeo,0.0
1379,category_last_Perchas,0.0
1380,category_last_Percheros,0.0
1381,category_last_Perfumeros,0.0
1382,category_last_Perfumes,0.0
1383,category_last_Perfumes para Ropa,0.0
1384,category_last_Perillas,0.0
1385,category_last_Persianas,0.0
1386,category_last_Pestañas Postizas,0.0
1387,category_last_Pianos Digitales,0.0
1388,category_last_Pianos y Organos,0.0
1389,category_last_Picadoras de Carne Eléctricas,0.0
1390,category_last_Picanas,0.0
1391,category_last_Piedras Energéticas,0.0
1392,category_last_Piedras Sanitarias,0.0
1393,category_last_Piercings,0.0
1394,category_last_Pies,0.0
1395,category_last_Pies de Apoyo,0.0
1396,category_last_Pies de Micrófono,0.0
1397,category_last_Pies y Soportes,0.0
1398,category_last_Pijamas,0.0
1399,category_last_Pilas,0.0
1400,category_last_Piletas Inflables,0.0
1401,category_last_Piletas de Lona,0.0
1402,category_last_Pinceles,0.0
1403,category_last_Pinceles para Uñas,0.0
1404,category_last_Pins,0.0
1405,category_last_Pinturas Protectoras,0.0
1406,category_last_Pinturas en Aerosol,0.0
1407,category_last_Pinturas para Ladrillos,0.0
1408,category_last_Pinturas para Pisos,0.0
1409,category_last_Pinturas para Techos,0.0
1410,category_last_Pinzas,0.0
1411,category_last_Pinzas Amperimétricas,0.0
1412,category_last_Pinzas Boga Grip,0.0
1413,category_last_Pinzas Crimpeadoras,0.0
1414,category_last_Pinzas Multifunción,0.0
1415,category_last_Pinzas Odontológicas,0.0
1416,category_last_Pinzas Pelacables,0.0
1417,category_last_Pinzas Pico de Loro,0.0
1418,category_last_Pinzas Universales,0.0
1419,category_last_Pinzas de Presión,0.0
1420,category_last_Pinzas de Punta,0.0
1421,category_last_Pinzas para Caravanas,0.0
1422,category_last_Pirograbadores,0.0
1423,category_last_Pisco,0.0
1424,category_last_Pisos Vinílicos,0.0
1425,category_last_Pisos de Goma,0.0
1426,category_last_Pisos de Madera,0.0
1427,category_last_Pisos de Piedra,0.0
1428,category_last_Pistas y Lanzadores de Autos,0.0
1429,category_last_Pistolas Encoladoras,0.0
1430,category_last_Pistolas Etiquetadoras de Ropa,0.0
1431,category_last_Pistolas de Agua,0.0
1432,category_last_Pistolas de Calor,0.0
1433,category_last_Pistolas para Pintar,0.0
1434,category_last_Pistolas y Escopetas,0.0
1435,category_last_Pizarras,0.0
1436,category_last_Pizarras Mágicas,0.0
1437,category_last_Pizarras Tácticas,0.0
1438,category_last_Pizarras y Pizarrones,0.0
1439,category_last_Piñatas,0.0
1440,category_last_Placares y Roperos,0.0
1441,category_last_Placas MDF,0.0
1442,category_last_Placas de Construcción,0.0
1443,category_last_Placas de Red,0.0
1444,category_last_Placas de Sonido,0.0
1445,category_last_Placas de Video,0.0
1446,category_last_Planchas,0.0022969432
1447,category_last_Planchas de Corte,0.0
1448,category_last_Planchitas de Pelo,0.0
1449,category_last_Plantas,0.0
1450,category_last_Plantas Artificiales,0.0
1451,category_last_Plantillas,0.0
1452,category_last_Plaquetas para Heladeras,0.0
1453,category_last_Plaquetas para Lavarropas,0.0
1454,category_last_Plastificadoras,0.0
1455,category_last_Platillos,0.0
1456,category_last_Platos,0.0
1457,category_last_Plomadas,0.0
1458,category_last_Pluviómetros Analógicos,0.0
1459,category_last_Pochocleras,0.0023410725
1460,category_last_Pochoclos,0.0
1461,category_last_Polarizado,0.0
1462,category_last_Poleas,0.0
1463,category_last_Poleas de Alternador,0.0
1464,category_last_Poleas de Cigüeñal,0.0
1465,category_last_Polleras,0.0
1466,category_last_Polvos,0.0
1467,category_last_Porcelanatos,0.0
1468,category_last_Porta Bicicletas para Auto,0.0
1469,category_last_Porta Caramañolas,0.0
1470,category_last_Porta Celulares,0.0
1471,category_last_Porta Cepillos de Dientes,0.0
1472,category_last_Porta Cereales,0.0
1473,category_last_Porta Chupetes,0.0
1474,category_last_Porta Credenciales,0.0
1475,category_last_Porta Documentos y Tarjetas,0.0
1476,category_last_Porta Fusiles,0.0
1477,category_last_Porta Latas y Botellas,0.0
1478,category_last_Porta Llaves,0.0
1479,category_last_Porta Macetas,0.0
1480,category_last_Porta Mamaderas,0.0
1481,category_last_Porta Papel Higiénico,0.0
1482,category_last_Porta Sahumerios,0.0
1483,category_last_Portaequipajes,0.0
1484,category_last_Portafolios,0.0
1485,category_last_Portalámparas,0.0
1486,category_last_Portaminas,0.0
1487,category_last_Portarretratos,0.0
1488,category_last_Portavelas,0.0
1489,category_last_Porteros Eléctricos,0.0
1490,category_last_Portátiles,0.0012775905
1491,category_last_Post Solar,0.0
1492,category_last_Posters,0.0
1493,category_last_Pouchs,0.0
1494,category_last_Practicunas,0.0
1495,category_last_Preamplificadores,0.0
1496,category_last_Precintos,0.0
1497,category_last_Precintos Manuales,0.0
1498,category_last_Prendedores y Broches,0.0
1499,category_last_Prensas Esquineras,0.0
1500,category_last_Prensas Sargento,0.0
1501,category_last_Prensatelas,0.0
1502,category_last_Presentadores de Diapositivas,0.0
1503,category_last_Primer de Maquillaje,0.0
1504,category_last_Probadores de Baterías,0.0
1505,category_last_Procesadoras,0.0
1506,category_last_Procesadores,0.0
1507,category_last_Productos Post Afeitar,0.0
1508,category_last_Programador de Riegos,0.0
1509,category_last_Protección de Superficies,0.0
1510,category_last_Protector Solar,0.0
1511,category_last_Protectores,0.0
1512,category_last_Protectores Auditivos,0.0
1513,category_last_Protectores Bucales,0.0
1514,category_last_Protectores Cervicales,0.0
1515,category_last_Protectores Diarios,0.0
1516,category_last_Protectores Faciales,0.0
1517,category_last_Protectores Mamarios,0.0
1518,category_last_Protectores de Esquinas,0.0
1519,category_last_Protectores de Juanetes,0.0
1520,category_last_Protectores de Lluvia,0.0
1521,category_last_Protectores de Pantalla,0.0
1522,category_last_Protectores de Pie,0.0
1523,category_last_Provoleteras,0.0
1524,category_last_Proyectores,0.0
1525,category_last_Puertas de Seguridad,0.0
1526,category_last_Puffs,0.0
1527,category_last_Pulidoras,0.0
1528,category_last_Pulidoras de Banco,0.0
1529,category_last_Pulpas de Fruta,0.0
1530,category_last_Pulseras,0.0
1531,category_last_Pulsómetros ,0.0
1532,category_last_Pulverizadores a Explosión,0.0
1533,category_last_Puntas de Ejes,0.0
1534,category_last_Punteros Láser,0.0
1535,category_last_Pupitres,0.0
1536,category_last_Purificadores de Agua,0.0
1537,category_last_Péndulos,0.0
1538,category_last_Quillas,0.0
1539,category_last_Quitaesmaltes,0.0
1540,category_last_Racks para Servidores,0.0
1541,category_last_Radiadores de Agua,0.0
1542,category_last_Radio Despertadores,0.0
1543,category_last_Radiofrecuencia Estética,0.0
1544,category_last_Radiograbadores,0.0
1545,category_last_Radios AM/FM,0.0
1546,category_last_Ralladores,0.0
1547,category_last_Raquetas de Tenis y Squash,0.0
1548,"category_last_Raqueteros, Bolsos y Fundas",0.0
1549,category_last_Recargas de Tinta,0.0
1550,category_last_Receptores Satelitales,0.0
1551,category_last_Redes,0.0
1552,category_last_Redes de Pesca,0.0
1553,category_last_Redoblantes,0.0
1554,category_last_Reductores,0.0
1555,category_last_Reeles,0.0
1556,category_last_Reflectores Cuarzo,0.0
1557,category_last_Reglas de Precisión,0.0
1558,category_last_Rejillas,0.0
1559,category_last_Rellenables,0.0
1560,category_last_Reloj de Pulsera,0.0
1561,category_last_Relojes Despertadores,0.0
1562,category_last_Relojes Pulsera,0.0
1563,category_last_Relojes de Pared,0.0
1564,category_last_Remachadoras,0.0
1565,category_last_Remeras,0.0
1566,category_last_Remeras y Chombas,0.0
1567,"category_last_Remeras, Musculosas y Chombas",0.0
1568,category_last_Removedores de Pintura,0.0
1569,category_last_Removedores de Rayones,0.0
1570,category_last_Repasadores,0.0
1571,category_last_Repelentes Líquidos,0.0
1572,category_last_Reposeras,0.0
1573,category_last_Repuestos,0.0
1574,category_last_Repuestos de Hojas,0.0
1575,category_last_Repuestos para Mopas,0.0
1576,category_last_Repuestos para Piletas,0.0
1577,category_last_Repuestos y Accesorios,0.0
1578,category_last_Repujadores de Cutículas,0.0
1579,category_last_Resortes a Gas,0.0
1580,category_last_Retazos de Tela,0.0
1581,category_last_Retenes para Lavarropas,0.0
1582,category_last_Revestimientos Texturados,0.0
1583,category_last_Revistas,0.0
1584,category_last_Rieles para Cortinas,0.0
1585,category_last_Riñoneras,0.0
1586,category_last_Robots,0.0
1587,category_last_Rockolas,0.0
1588,category_last_Rodilleras,0.0
1589,category_last_Rodilleras de Voley,0.0
1590,category_last_Rodillos,0.0
1591,category_last_Rodillos de Cocina,0.0
1592,category_last_Rodillos de Microagujas,0.0
1593,category_last_Rollos Aislantes,0.0
1594,category_last_Rollos de Cocina,0.0
1595,category_last_Rollos de Embalaje,0.0
1596,category_last_Rollos de Tela,0.0
1597,category_last_Rollos para Etiquetadoras,0.0
1598,category_last_Rompecabezas,0.0
1599,category_last_Ron,0.0
1600,category_last_Ropa para Muñecas,0.0
1601,category_last_Rosarios,0.0
1602,category_last_Rotomartillos,0.0
1603,category_last_Routers,0.0
1604,category_last_Routers y Fresadoras,0.0
1605,category_last_Rubik,0.0
1606,category_last_Rubores,0.0
1607,category_last_Rueda para Abdominales,0.0
1608,category_last_Ruedas,0.0
1609,category_last_Ruedas de Patín,0.0
1610,category_last_Ruedas para Portón,0.0
1611,category_last_Runas,0.0
1612,category_last_Rímel,0.0
1613,category_last_Rótulas,0.0
1614,category_last_Sacacorchos,0.0
1615,category_last_Sacaleches,0.0
1616,category_last_Sacapuntas,0.0
1617,category_last_Sahumerios,0.0
1618,category_last_Sal,0.0
1619,category_last_Salamandras,0.0
1620,category_last_Salsas y Aderezos,0.0
1621,category_last_Saltarines y Jumpers,0.0
1622,category_last_Sandalias y Ojotas,0.0
1623,category_last_Sandwicheras,0.0
1624,category_last_Sartenes,0.0
1625,category_last_Sartenes y Ollas Eléctricas,0.0
1626,category_last_Secadores de Pelo,0.003049813
1627,category_last_Secaplatos,0.0
1628,category_last_Secarropas,0.0
1629,category_last_Selladoras de Bolsas,0.0
1630,category_last_Sellos,0.0
1631,category_last_Semiejes Completos,0.0
1632,category_last_Semillas,0.0
1633,category_last_Sensores TPMS,0.0
1634,category_last_Sensores TPS,0.0
1635,category_last_Sensores de Cigueñal,0.0
1636,category_last_Sensores de Estacionamiento,0.0
1637,category_last_Separadores de Dedos,0.0
1638,category_last_Serruchos,0.0
1639,category_last_Servilletas de Papel,0.0
1640,category_last_Servilleteros,0.0
1641,category_last_Set de Alimentación,0.0
1642,category_last_Set de Maquillaje,0.0
1643,category_last_Sets,0.0
1644,category_last_Sets Completos,0.0
1645,category_last_Sets de Accesorios,0.0
1646,category_last_Sets de Artefactos,0.0
1647,category_last_Sets de Belleza para Niños,0.0
1648,category_last_Sets de Cubiertos,0.0
1649,category_last_Sets de Destornilladores,0.0
1650,category_last_Sets de Duchador y Grifería,0.0
1651,category_last_Sets de Llaves,0.0
1652,category_last_Sets de Toallas,0.0
1653,category_last_Sets de Vino,0.0
1654,category_last_Señuelos,0.0
1655,category_last_Shakers,0.0
1656,category_last_Shampoo para Autos,0.0
1657,category_last_Shampoos y Acondicionadores,0.0
1658,category_last_Shorts,0.0
1659,category_last_Shorts de Juego,0.0
1660,category_last_Shorts y Bermudas,0.0
1661,category_last_Sifones de Desague,0.0
1662,category_last_Sifones para Crema,0.0
1663,category_last_Silenciadores,0.0
1664,category_last_Sillas Materas,0.0
1665,category_last_Sillas Mecedoras,0.0
1666,category_last_Sillas Tándem,0.0
1667,category_last_Sillas de Baño,0.0
1668,category_last_Sillas de Camping,0.0
1669,category_last_Sillas de Comedor,0.0
1670,category_last_Sillas de Comer,0.0
1671,category_last_Sillas de Oficina,0.0
1672,category_last_Sillas y Sillones de Jardín,0.0
1673,category_last_Sillitas para Bebés,0.0
1674,category_last_Sillones Gamer,0.0
1675,category_last_Sillones Inflables,0.0
1676,category_last_Sillones Masajeadores,0.0
1677,category_last_Sillones y Sofás,0.0
1678,category_last_Simuladores de Manejo,0.0
1679,category_last_Sin Hidromasajes,0.0
1680,category_last_Sirenas,0.0
1681,category_last_Sistemas Operativos,0.0
1682,category_last_Skins,0.0
1683,category_last_Sliders,0.0
1684,category_last_Smartbands,0.0
1685,category_last_Smartwatch,0.0015128774
1686,category_last_Snacks Salados,0.0
1687,category_last_Sobres,0.0
1688,category_last_Sobres de Seguridad,0.0
1689,category_last_Sogas,0.0
1690,category_last_Sogas para Saltar,0.0
1691,category_last_Soldador,0.0
1692,category_last_Soldadoras,0.0
1693,category_last_Soluciones Limpiadoras,0.0
1694,category_last_Sombras de Ojos,0.0
1695,category_last_Sombreros y Gorros,0.0
1696,category_last_Sombrillas,0.0
1697,category_last_Sondas,0.0
1698,category_last_Sopapas Ventosas,0.0
1699,category_last_Sopas y Cremas Instantáneas,0.0
1700,category_last_Sopletes,0.0
1701,category_last_Sopletes Flambeadores,0.0
1702,category_last_Soportes,0.0038847532
1703,category_last_Soportes de Tanques de Agua,0.0
1704,category_last_Soportes para Autos,0.0
1705,category_last_Soportes para DVD,0.0
1706,category_last_Soportes para Pared,0.0
1707,category_last_Soportes para Parlantes,0.0
1708,category_last_Soportes para Taladros,0.0
1709,category_last_Sorbetes,0.0
1710,category_last_Splash Corporal,0.0
1711,category_last_Squishys,0.0
1712,category_last_Steps,0.0
1713,category_last_Stickers para Uñas,0.0
1714,category_last_Stilletos y Plataformas,0.0
1715,category_last_Strass de Uñas,0.0
1716,category_last_Suavizantes para Ropa,0.0
1717,category_last_SubWoofers,0.0
1718,category_last_Sujetalibros,0.0
1719,category_last_Supermercados,0.0
1720,category_last_Suplementos,0.0
1721,category_last_Suplementos Alimenticios,0.0
1722,category_last_Suplementos Deportivos,0.0
1723,category_last_Suspensión Neumática,0.0
1724,category_last_Sustratos,0.0
1725,category_last_Sweaters,0.0
1726,category_last_Switches,0.0
1727,category_last_Switches y Splitters,0.0
1728,category_last_Sábanas,0.0
1729,category_last_TVs,0.0037842826
1730,category_last_Tabaco,0.0
1731,category_last_Tablas de Inversión,0.0
1732,category_last_Tablas de Picar,0.0
1733,category_last_Tablas de Planchar,0.0
1734,category_last_Tableros,0.0
1735,category_last_Tabletas Digitalizadoras,0.0
1736,category_last_Tablets,0.0020448507
1737,category_last_Tachas,0.0
1738,category_last_Tacómetros Portátiles,0.0
1739,category_last_Taladros Atornilladores,0.005033566
1740,category_last_Taladros de Banco,0.0
1741,category_last_Talco,0.0
1742,category_last_Taller de Juguete,0.0
1743,category_last_Taloneras,0.0
1744,category_last_Tampones,0.0
1745,category_last_Tanques de Agua,0.0
1746,category_last_Tanques para Desmalezadoras,0.0
1747,category_last_Tanzas para Bordeadoras,0.0
1748,category_last_Tapabocas Reutilizables,0.0
1749,category_last_Tapas de Caja,0.0
1750,category_last_Tapas de Inodoro,0.0
1751,category_last_Tapas de Válvulas,0.0
1752,category_last_Tapas de Válvulas de Ruedas,0.0
1753,"category_last_Tapas, Tapones y Corchos",0.0
1754,category_last_Tapices,0.0
1755,category_last_Tapizados de Puertas,0.0
1756,category_last_Tarjetas de Proximidad,0.0
1757,category_last_Tarjetas y Credenciales,0.0
1758,category_last_Tarugos,0.0
1759,category_last_Tazas,0.0
1760,category_last_Teclados,0.0
1761,category_last_Teclados Físicos,0.0
1762,category_last_Teclas de Faros Auxiliares,0.0
1763,category_last_Tejidos Mosquiteros,0.0
1764,category_last_Telescopios,0.0
1765,category_last_Telurímetros,0.0
1766,category_last_Teléfonos,0.0
1767,category_last_Temporizadores,0.0
1768,category_last_Temporizadores para Cocina,0.0
1769,category_last_Tenders,0.0
1770,category_last_Tenedores,0.0
1771,category_last_Tequila,0.0
1772,category_last_Termofusoras,0.0031100977
1773,category_last_Termos,0.0
1774,category_last_Termostatos Digitales,0.0
1775,category_last_Termotanques,0.0
1776,category_last_Termómetros,0.0
1777,category_last_Termómetros Ambientales,0.0
1778,category_last_Termómetros de Cocina,0.0
1779,category_last_Terrajas,0.0
1780,category_last_Testers de Alcoholemia,0.0
1781,category_last_Teteras,0.0
1782,category_last_Tetinas,0.0
1783,category_last_Tibiales,0.0
1784,category_last_Tierra,0.0
1785,category_last_Tijeras,0.0
1786,category_last_Tijeras Cortatubos,0.0
1787,category_last_Tijeras de Podar,0.0
1788,category_last_Tijeras de Sastre,0.0
1789,category_last_Timbres,0.0
1790,category_last_Tintas,0.0
1791,category_last_Tinturas y Decolorantes,0.0
1792,category_last_Tiradores,0.0
1793,category_last_Tiras Blanqueadoras,0.0
1794,category_last_Tiras de LED,0.0
1795,category_last_Tizas,0.0
1796,category_last_Toallas Húmedas,0.0
1797,category_last_Toallas Turbantes,0.0
1798,category_last_Toallas de Mano,0.0
1799,category_last_Toallas de Microfibra,0.0
1800,category_last_Toallas de Rostro,0.0
1801,category_last_Toalleros,0.0
1802,category_last_Toallitas Femeninas,0.0
1803,category_last_Toallitas Húmedas,0.0
1804,category_last_Toallones,0.0
1805,category_last_Tobilleras y Muñequeras,0.0
1806,category_last_Tocadiscos,0.0
1807,category_last_Tocadores,0.0
1808,"category_last_Tocados, Vinchas y Tiaras",0.0
1809,category_last_Tomacorrientes,0.0
1810,category_last_Tomas de Fondo,0.0
1811,category_last_Topes de Estacionamiento,0.0
1812,category_last_Tops,0.0
1813,category_last_Tornillos,0.0
1814,category_last_Tornos Industriales,0.0
1815,category_last_Tornos para Manicura,0.0
1816,category_last_Torquímetros,0.0
1817,category_last_Tortillas,0.0
1818,category_last_Tortugas de Enganche,0.0
1819,category_last_Tostadoras,0.0
1820,category_last_Trabas de Discos,0.0
1821,category_last_Trabas para Puertas,0.0
1822,category_last_Trajes de Lluvia,0.0
1823,category_last_Trajes de Neoprene,0.0
1824,category_last_Trajes y Kimonos,0.0
1825,category_last_Trampolines,0.0
1826,category_last_Transformadores y Fuentes,0.0
1827,category_last_Transmisores FM,0.0
1828,category_last_Trapos de Limpieza,0.0
1829,category_last_Tratamientos para el Cabello,0.0
1830,category_last_Trenes de Juguete,0.0
1831,category_last_Tricetas,0.0
1832,category_last_Triciclos,0.0
1833,category_last_Trimmers,0.00017761036
1834,category_last_Trituradoras,0.0
1835,category_last_Trompetas,0.0
1836,category_last_Trucos Profesionales,0.0
1837,category_last_Trucos para Principiantes,0.0
1838,category_last_Trípodes,0.0
1839,category_last_Tubos de Ensayo,0.0
1840,category_last_Tweeters,0.0
1841,category_last_Tápers,0.0
1842,category_last_Té,0.0
1843,category_last_Títeres,0.0
1844,category_last_UPS,0.0
1845,category_last_USB,0.0
1846,category_last_Ukeleles,0.0
1847,category_last_Ultrabooks,0.0
1848,category_last_Ultracavitación,0.0
1849,category_last_Uniformes Gastronómicos,0.0
1850,category_last_Universales,0.0
1851,category_last_Uñas Postizas,0.0
1852,category_last_Valijas,0.0020870222
1853,category_last_Valijas Portaequipajes,0.0
1854,category_last_Valijitas de Juguete,0.0
1855,category_last_Vanitorys y Botiquines de Baño,0.0
1856,category_last_Vaporeras,0.0
1857,category_last_Vaporizadores,0.0
1858,category_last_Vaporizadores Faciales,0.0
1859,category_last_Vasos,0.0
1860,category_last_Vasos Descartables,0.0
1861,category_last_Vasos Térmicos,0.0
1862,category_last_Vasos y Copas,0.0
1863,category_last_Vasos y Jarras Medidoras,0.0
1864,category_last_Vehículos a Control Remoto,0.0
1865,category_last_Vehículos a Escala,0.0
1866,category_last_Vehículos de Muñecos y Muñecas,0.0
1867,category_last_Veladores y Lámparas de Mesa,0.0
1868,category_last_Velas,0.0
1869,category_last_Ventiladores,0.0
1870,category_last_Ventiladores de Radiador,0.0
1871,category_last_Ventosas Chinas,0.0
1872,category_last_Vestidos,0.0
1873,category_last_Videojuegos,0.0029865636
1874,category_last_Vigas y Viguetas,0.0
1875,category_last_Vinagreras y Aceiteras,0.0
1876,category_last_Vinos,0.0032998228
1877,category_last_Violines,0.0
1878,category_last_Vodka,0.0
1879,category_last_Válvulas,0.0
1880,category_last_Válvulas EGR,0.0
1881,category_last_Válvulas de Descarga,0.0
1882,category_last_Válvulas de Riego,0.0
1883,category_last_Waders,0.0
1884,category_last_Wafleras,0.0
1885,category_last_Walkie Talkies,0.0
1886,category_last_Waterpiks,0.0
1887,category_last_Waveboards,0.0
1888,category_last_Webcams,0.0
1889,category_last_Whiskies,0.0029691416
1890,category_last_Wok,0.0
1891,category_last_Woofers,0.0
1892,category_last_Yerba Mate,0.0
1893,category_last_Yogurteras,0.0
1894,category_last_Zafus,0.0
1895,category_last_Zapateros,0.0
1896,category_last_Zapatillas,0.003368215
1897,category_last_Zapatillas de Ciclismo,0.0
1898,category_last_Zapatillas y Botas,0.0
1899,category_last_Zuecos y Mules,0.0
1900,category_last_Zunchadoras,0.0
1901,category_last_Zócalos,0.0
1902,title_emb_0,0.0025859766
1903,title_emb_1,0.0026470828
1904,title_emb_2,0.003067622
1905,title_emb_3,0.002959719
1906,title_emb_4,0.0027065217
1907,title_emb_5,0.002696844
1908,title_emb_6,0.0028584963
1909,title_emb_7,0.0025992517
1910,title_emb_8,0.0026579797
1911,title_emb_9,0.0030881988
1912,title_emb_10,0.002648669
1913,title_emb_11,0.0026262372
1914,title_emb_12,0.0036629152
1915,title_emb_13,0.0028176364
1916,title_emb_14,0.0025355392
1917,title_emb_15,0.002688227
1918,title_emb_16,0.0032376028
1919,title_emb_17,0.0027982998
1920,title_emb_18,0.0023102912
1921,title_emb_19,0.002617801
1922,title_emb_20,0.0023180046
1923,title_emb_21,0.002593063
1924,title_emb_22,0.002538784
1925,title_emb_23,0.0026550507
1926,title_emb_24,0.0027502738
1927,title_emb_25,0.002627175
1928,title_emb_26,0.0028980514
1929,title_emb_27,0.002987562
1930,title_emb_28,0.0026740113
1931,title_emb_29,0.002623228
1932,title_emb_30,0.0028028951
1933,title_emb_31,0.0026703677
1934,title_emb_32,0.0023224277
1935,title_emb_33,0.0027447622
1936,title_emb_34,0.0025413446
1937,title_emb_35,0.0027360653
1938,title_emb_36,0.0030814689
1939,title_emb_37,0.0023563001
1940,title_emb_38,0.0029458804
1941,title_emb_39,0.002732338
1942,title_emb_40,0.002688249
1943,title_emb_41,0.0032694864
1944,title_emb_42,0.0029867615
1945,title_emb_43,0.0028700326
1946,title_emb_44,0.0029487933
1947,title_emb_45,0.0027634138
1948,title_emb_46,0.002377082
1949,title_emb_47,0.002653915
1950,title_emb_48,0.002669733
1951,title_emb_49,0.0029588141
